id,id_post,texto,date,likes,comments,shares,reactions,url_post
1,2093553030796884,Prepara tus defensas y entra en El Paralelo.

Los cubos se estrellaron contra la Isla y ahora debemos luchar por la supervivencia... Antes de que sea demasiado tarde.

#FortniteCubed,1.63151e+009,4779,902,0,,https://facebook.com/FortniteES/posts/2093553030796884
2,2095983343887186,¡La bóveda de la Tienda está abierta una vez más!

De ella salen un conjunto de tus cosméticos favoritos.

Visita la Tienda para ver lo qué hay para ti ??,1.63175e+009,1033,177,0,,https://facebook.com/FortniteES/posts/2095983343887186
3,2095156300636557,Vive ferozmente con el paquete elegido personalmente por @Hero_Derponce.

¡Ya disponible!,1.63166e+009,760,73,0,,https://facebook.com/FortniteES/posts/2095156300636557
4,2095041720648015,¿Estás listo para iniciar tu colección de Fortnite? ??

Acompaña a PipePunk en la nueva serie #BotínBandolero, para ver merchandising, juguetes, replicas y más coleccionables relacionados con Fortnite ??

Capítulo completo: https://youtu.be/Hf4kTwNk_Bo,1.63165e+009,1156,181,0,,https://facebook.com/FortniteES/posts/2095041720648015
5,2094851977333656,Ayuda a Torin a investigar o empieza la fiesta con Fabio Crindulce.

Descubre los misterios de la Isla y ayuda a uno o dos amigos.

Completa las Tarjetas Perforadas y las misiones para obtener experiencia, algunas barras para gastar y aprender un poco más sobre la Isla.,1.63163e+009,1042,99,0,,https://facebook.com/FortniteES/posts/2094851977333656
6,2094391120713075,Cada eliminación agrega un alma más a su arsenal.

¿Podrás vencerlo o terminarás siendo parte de su colección?

¡Ya disponible en la Tienda de Objetos!,1.63158e+009,893,85,0,,https://facebook.com/FortniteES/posts/2094391120713075
7,2094192624066258,Olvídate del anfitrión. Olvídate del simbionte. Sólo existe Carnage.,1.63156e+009,4561,263,0,,https://facebook.com/FortniteES/posts/2094192624066258
8,2094115957407258,Querrás tocar esta melodía para todo el mundo ??

Un saludo a los chicos que han trabajado con nosotros en la música de Merienda Musical.

??: Matt Appleton
??: Fred Tatasciore, Alyssa M. Simmons, Chassey Bennett Simmons, Jim Campbell y Drew Tablak.,1.63155e+009,3386,883,0,,https://facebook.com/FortniteES/posts/2094115957407258
9,2094019100750277,La guerra entre la OI y los alienígenas podrá haber acabado, pero una nueva guerra está por comenzar.

¡Entérate de todo lo nuevo del Capítulo 2 Temporada 8 y corre al campo de batalla, recluta! #FortniteCubed

EPICGAMES.COM
Novedades que llegan a Battle Royale de Fortnite en el Capítulo 2 - Temporada 8: Cúbico,1.63154e+009,1062,71,0,,https://facebook.com/FortniteES/posts/2094019100750277
10,2093694144116106,¡Atentos, reclutas! Esta es nuestra realidad y vamos a salvarla.

Tenemos a lo mejor de lo mejor de nuestro lado para ayudarnos #FortniteCubed,1.63152e+009,2646,293,0,,https://facebook.com/FortniteES/posts/2093694144116106
11,2093735004112020,,1.63151e+009,5358,440,46,,https://facebook.com/FortniteES/posts/2093735004112020
