id,id_post,texto,date,likes,comments,shares,reactions,url_post
1,674491846298845,Que les parece las skins de temporada 8?,1.55145e+009,6,3,0,,https://facebook.com/FortniteGamersBolivia/posts/674491846298845
2,830873160660712,https://m.facebook.com/story.php?story_fbid=2418524218381011&id=100006703686677

Danny Alexis Morales
11 de agosto de 2019 a las 19:35 · Facebook for Android ·,1.57292e+009,2,2,6,,https://facebook.com/FortniteGamersBolivia/posts/830873160660712
3,697640607317302,https://www.facebook.com/545052512584677/posts/637501796673081/

SypherPK gets high kill gameplay's with ease ????

Fortnite Respawn está jugando a Fortnite.
14 de abril de 2019 a las 15:51 ·

SypherPK gets high kill gameplay's with ease ????

Player: SypherPK,1.55528e+009,0,0,0,,https://facebook.com/FortniteGamersBolivia/posts/697640607317302
4,696350364112993,https://m.facebook.com/story.php?story_fbid=636233073466620&id=545052512584677

Fortnite Respawn
12 de abril de 2019 a las 08:58 ·

Why Tfue is the Best Fortnite Player in the World ????

Player: Tfue,1.55507e+009,2,0,0,,https://facebook.com/FortniteGamersBolivia/posts/696350364112993
5,690925054655524,https://www.facebook.com/545052512584677/posts/630590460697548/

Fortnite Respawn
2 de abril de 2019 a las 07:00 ·

40 Kills SOLO SQUADS On CONTROLLER ????

Player: Dizzle,1.55422e+009,2,1,0,,https://facebook.com/FortniteGamersBolivia/posts/690925054655524
6,677236859357677,Y tu encontraste tu mapa de tesoro?,1.55193e+009,5,1,0,,https://facebook.com/FortniteGamersBolivia/posts/677236859357677
7,676268492787847,Te gusta la última skin..??,1.55175e+009,4,4,0,,https://facebook.com/FortniteGamersBolivia/posts/676268492787847
8,674485339632829,,1.55145e+009,15,3,0,,https://facebook.com/FortniteGamersBolivia/posts/674485339632829
9,674483026299727,,1.55145e+009,10,0,3,,https://facebook.com/FortniteGamersBolivia/posts/674483026299727
10,640062913075072,??,1.54604e+009,6,0,0,,https://facebook.com/FortniteGamersBolivia/posts/640062913075072
11,629993927415304,Sigan a este crack!! ??????

Dracul1nx transmitió en vivo — jugando a Fortnite.
