id,id_post,texto,date,likes,comments,shares,reactions,url_post
1,611913416831429,FORTNITE BATTLE ROYALE INFO página fan dedicada a informarte de las nuevas noticias, filtraciones y todo lo relacionado al modo BR. No olvides colocar la página en "VER PRIMERO" así no te pierdes de ningunaMás publicación.

MIS REDES SOCIALES
??FACEBOOK: https://www.facebook.com/armandohl93
??INSTAGRAM: armandoheredialopez
??INSTAGRAM FORTNITE: fortbattleroyaleinfo,1.63151e+009,80,12,7,,https://facebook.com/fortnitebattleroyaleinfo/posts/611913416831429
2,613753943314043,TIENDA DE OBJETOS, 15 DE SEPTIEMBRE,1.63175e+009,47,33,5,,https://facebook.com/fortnitebattleroyaleinfo/posts/613753943314043
3,613720179984086,Hoy en la tienda habrá una pestaña con cosméticos que no han salido en la tienda desde hace más de un año.

En la cámara durante un año o más” será una pestaña que traerá cosméticos que llevan más de 1 año sin salir.,1.63175e+009,201,95,28,,https://facebook.com/fortnitebattleroyaleinfo/posts/613720179984086
4,613529423336495,El día de ayer hubo más de 10 movimientos entre todos los cubos del mapa. Si me pongo a publicar cada movimiento la página será solo del cubo ??

Solo estaré publicando movimientos importantes.,1.63172e+009,256,63,30,,https://facebook.com/fortnitebattleroyaleinfo/posts/613529423336495
5,613134913375946,El segundo estilo de la mochila "Protocolo portable" está siendo entregado a miembros activos club fortnite.,1.63167e+009,68,11,0,,https://facebook.com/fortnitebattleroyaleinfo/posts/613134913375946
6,613121633377274,TIENDA DE OBJETOS, 14 DE SEPTIEMBRE,1.63166e+009,35,0,0,,https://facebook.com/fortnitebattleroyaleinfo/posts/613121633377274
7,613115573377880,El paquete abandona la tienda el 19 de septiembre.,1.63166e+009,162,30,6,,https://facebook.com/fortnitebattleroyaleinfo/posts/613115573377880
8,613115233377914,El paquete de PlayStation Plus dejará de estar disponible el 21 de septiembre.,1.63166e+009,98,19,7,,https://facebook.com/fortnitebattleroyaleinfo/posts/613115233377914
9,613093253380112,El casillero de DERPONCE estará disponible hoy al actualizarse la tienda.,1.63166e+009,34,3,0,,https://facebook.com/fortnitebattleroyaleinfo/posts/613093253380112
10,613073673382070,El cubo cerca de muelles se ha movido.,1.63166e+009,105,37,0,,https://facebook.com/fortnitebattleroyaleinfo/posts/613073673382070
11,613028500053254,Fortnite está trabajando en una nueva skin de venom. Seguramente basándose en la nueva película que se estrena en menos de un mes.

Esta nueva skin traerá un estilo humano.,1.63165e+009,153,98,41,,https://facebook.com/fortnitebattleroyaleinfo/posts/613028500053254
12,612970406725730,Las tarjetas perforadas si se pueden hacer en combate de equipos. Simplemente estando en ese modo no aparecen los desafíos en el menú pero si sabes qué desafíos tienen háganlos y verán que si cuentan.,1.63164e+009,195,43,9,,https://facebook.com/fortnitebattleroyaleinfo/posts/612970406725730
13,612932066729564,Será que es un monstruo para el evento de Halloween ??,1.63164e+009,381,106,79,,https://facebook.com/fortnitebattleroyaleinfo/posts/612932066729564
14,612615536761217,Hacía meses que no le metía una viciada a Fortnite .. me he divertido mucho este primer día de la temporada y con muchas victorias ??

